ep_id,birthdate,birthdate_backup,pos,height,weight,birthplace,nation,handedness,date_retrieved,source
187919,1997-01-02,02-Jan-97,D,"6'5"" / 195 cm",203 lbs / 92 kg,"Orebro, SWE",Sweden,L,2022-08-27,https://www.eliteprospects.com/player/187919/gabriel-carlsson
201473,1999-09-16,16-Sep-99,LW,"6'4"" / 193 cm",212 lbs / 96 kg,"St. Louis, MO, USA","USA
    
            / 
            Canada",L,2022-08-27,https://www.eliteprospects.com/player/201473/brady-tkachuk
396104,2000-04-19,19-Apr-00,F,"6'0"" / 184 cm",176 lbs / 80 kg,"Moskva, RUS",Russia,L,2022-08-27,https://www.eliteprospects.com/player/396104/yegor-postnov
228324,1998-01-15,15-Jan-98,D,"6'1"" / 185 cm",181 lbs / 82 kg,-,Slovakia,L,2022-08-27,https://www.eliteprospects.com/player/228324/simon-trnavsky
199397,1997-03-14,14-Mar-97,D,"6'0"" / 182 cm",183 lbs / 83 kg,"Kamloops, BC, CAN",Canada,R,2022-08-27,https://www.eliteprospects.com/player/199397/kevin-davis
201810,2002-03-09,09-Mar-02,RW,"5'10"" / 178 cm",185 lbs / 84 kg,"Calgary, AB, CAN",Canada,R,2022-08-27,https://www.eliteprospects.com/player/201810/ozzy-wiesblatt
337864,1998-05-26,26-May-98,C,"6'0"" / 184 cm",187 lbs / 85 kg,"Moskva, RUS",Russia,L,2022-08-27,https://www.eliteprospects.com/player/337864/semyon-pankratov
212515,1997-05-21,21-May-97,RW,"5'11"" / 180 cm",192 lbs / 87 kg,"Goteborg, SWE","Finland
    
            / 
            Sweden",R,2022-08-27,https://www.eliteprospects.com/player/212515/tony-pappila
123542,1998-03-17,17-Mar-98,RW,"6'2"" / 188 cm",225 lbs / 102 kg,"Hameenlinna, FIN",Finland,R,2022-08-27,https://www.eliteprospects.com/player/123542/eetu-tuulola
620338,2004-04-02,02-Apr-04,F,"5'11"" / 180 cm",165 lbs / 75 kg,"Moskva, RUS",Russia,L,2022-08-27,https://www.eliteprospects.com/player/620338/daniil-grigoryev
537762,2002-11-01,01-Nov-02,LW/C,"5'10"" / 177 cm",150 lbs / 68 kg,"Solikamsk, RUS",Russia,L,2022-08-27,https://www.eliteprospects.com/player/537762/alexander-kisakov
551201,2003-02-10,10-Feb-03,D,"6'2"" / 188 cm",174 lbs / 79 kg,"Quebec, QC, CAN",Canada,L,2022-08-27,https://www.eliteprospects.com/player/551201/guillaume-richard
281691,2000-02-01,01-Feb-00,LW,"6'1"" / 185 cm",205 lbs / 93 kg,"Irricana, AB, CAN",Canada,L,2022-08-27,https://www.eliteprospects.com/player/281691/cole-reinhardt
395123,2000-08-16,16-Aug-00,RW/LW,"5'11"" / 180 cm",170 lbs / 77 kg,"Yaroslavl, RUS",Russia,R,2022-08-27,https://www.eliteprospects.com/player/395123/alexander-daryin
177208,1996-03-11,11-Mar-96,RW/LW,"5'10"" / 178 cm",165 lbs / 75 kg,"Scituate, MA, USA",USA,R,2022-08-27,https://www.eliteprospects.com/player/177208/conor-garland
247945,1998-06-10,10-Jun-98,LW/C,"6'1"" / 185 cm",194 lbs / 88 kg,"Edina, MN, USA","USA
    
            / 
            Canada",L,2022-08-27,https://www.eliteprospects.com/player/247945/kieffer-bellows
201512,1999-05-25,25-May-99,D,"6'0"" / 183 cm",196 lbs / 89 kg,"Fridley, MN, USA",USA,L,2022-08-27,https://www.eliteprospects.com/player/201512/mikey-anderson
529393,2003-02-24,24-Feb-03,C,"6'0"" / 183 cm",187 lbs / 85 kg,"Trois-Rivieres, QC, CAN",Canada,L,2022-08-27,https://www.eliteprospects.com/player/529393/zachary-bolduc
201723,2002-04-15,15-Apr-02,D,"6'2"" / 188 cm",190 lbs / 86 kg,"Wilmette, IL, USA",USA,L,2022-08-27,https://www.eliteprospects.com/player/201723/hank-kempf
318146,2000-06-10,10-Jun-00,D,"6'1"" / 186 cm",192 lbs / 87 kg,"Lappeenranta, FIN",Finland,L,2022-08-27,https://www.eliteprospects.com/player/318146/santeri-salmela
301349,1997-10-30,30-Oct-97,C/W,"6'7"" / 200 cm",218 lbs / 99 kg,"Glendale, AZ, USA","USA
    
            / 
            Canada",R,2022-08-27,https://www.eliteprospects.com/player/301349/tage-thompson
197807,1997-03-06,06-Mar-97,LW,"6'0"" / 183 cm",194 lbs / 88 kg,"Surrey, BC, CAN","Canada
    
            / 
            Slovenia",L,2022-08-27,https://www.eliteprospects.com/player/197807/jakob-stukel
266916,1996-08-17,17-Aug-96,G,"6'1"" / 185 cm",201 lbs / 91 kg,"Cary, NC, USA",USA,L,2022-08-27,https://www.eliteprospects.com/player/266916/logan-halladay
93279,1995-02-16,16-Feb-95,C/RW,"6'1"" / 185 cm",196 lbs / 89 kg,"Naters, SUI",Switzerland,L,2022-08-27,https://www.eliteprospects.com/player/93279/luca-hischier
190268,1997-12-21,21-Dec-97,LW/C,"5'11"" / 181 cm",183 lbs / 83 kg,"Ostrava, CZE",Czechia,L,2022-08-27,https://www.eliteprospects.com/player/190268/simon-stransky
247915,1998-09-29,29-Sep-98,W/C,"5'8"" / 173 cm",152 lbs / 69 kg,"Spokane, WA, USA",USA,R,2022-08-27,https://www.eliteprospects.com/player/247915/kailer-yamamoto
588570,2002-05-16,16-May-02,D,"6'0"" / 183 cm",185 lbs / 84 kg,"Samara, RUS",Russia,L,2022-08-27,https://www.eliteprospects.com/player/588570/filat-zotov
305485,1998-10-28,28-Oct-98,LW/RW,"6'1"" / 185 cm",181 lbs / 82 kg,"Skalica, SVK",Slovakia,L,2022-08-27,https://www.eliteprospects.com/player/305485/marian-studenic
318215,2000-04-10,10-Apr-00,G,"6'2"" / 188 cm",192 lbs / 87 kg,"Helsinki, FIN",Finland,L,2022-08-27,https://www.eliteprospects.com/player/318215/jere-huhtamaa
359976,1999-06-14,14-Jun-99,F,"5'11"" / 181 cm",172 lbs / 78 kg,"Shentala, RUS",Russia,L,2022-08-27,https://www.eliteprospects.com/player/359976/kirill-popov
341613,2002-03-16,16-Mar-02,G,"6'0"" / 183 cm",207 lbs / 94 kg,"Montmagny, QC, CAN",Canada,L,2022-08-27,https://www.eliteprospects.com/player/341613/antoine-coulombe
395142,2000-05-23,23-May-00,RW/LW,"6'2"" / 188 cm",196 lbs / 89 kg,"Elektrostal, RUS",Russia,L,2022-08-27,https://www.eliteprospects.com/player/395142/nikita-rtishchev
297332,1998-03-19,19-Mar-98,D,"5'11"" / 180 cm",185 lbs / 84 kg,"Springfield, MA, USA",USA,R,2022-08-27,https://www.eliteprospects.com/player/297332/jake-ryczek
313359,1999-06-01,01-Jun-99,C/RW,"5'10"" / 179 cm",194 lbs / 88 kg,"Nykoping, SWE",Sweden,R,2022-08-27,https://www.eliteprospects.com/player/313359/emil-bemstrom
247116,1998-02-13,13-Feb-98,D,"6'3"" / 191 cm",194 lbs / 88 kg,"Mississauga, ON, CAN",Canada,L,2022-08-27,https://www.eliteprospects.com/player/247116/cole-candella
641020,2004-02-16,16-Feb-04,D,"6'2"" / 189 cm",185 lbs / 84 kg,"Vasteras, SWE",Sweden,L,2022-08-27,https://www.eliteprospects.com/player/641020/elias-pettersson
201939,2002-05-16,16-May-02,D,"6'1"" / 185 cm",179 lbs / 81 kg,"Pickering, ON, CAN",Canada,L,2022-08-27,https://www.eliteprospects.com/player/201939/ryan-o-rourke
293168,2001-03-05,05-Mar-01,LW/RW,"6'0"" / 184 cm",172 lbs / 78 kg,"Chur, SUI",Switzerland,L,2022-08-27,https://www.eliteprospects.com/player/293168/yves-stoffel
135860,1997-04-10,10-Apr-97,LW/C,"6'2"" / 188 cm",207 lbs / 94 kg,"Montreal, QC, CAN",Canada,L,2022-08-27,https://www.eliteprospects.com/player/135860/samuel-dove-mcfalls
619146,2003-06-11,11-Jun-03,G,"6'1"" / 185 cm",176 lbs / 80 kg,"Orsk, RUS",Russia,L,2022-08-27,https://www.eliteprospects.com/player/619146/maxim-arefyev
201546,1999-03-11,11-Mar-99,LW,"5'11"" / 180 cm",218 lbs / 99 kg,"Repentigny, QC, CAN",Canada,L,2022-08-27,https://www.eliteprospects.com/player/201546/joel-teasdale
248425,1997-02-15,15-Feb-97,LW,"6'1"" / 185 cm",198 lbs / 90 kg,"Wayzata, MN, USA",USA,L,2022-08-27,https://www.eliteprospects.com/player/248425/matthew-freytag
149625,1997-01-25,25-Jan-97,C/LW,"5'11"" / 181 cm",185 lbs / 84 kg,"Zurich, SUI",Switzerland,L,2022-08-27,https://www.eliteprospects.com/player/149625/dominik-diem
657773,2004-03-01,01-Mar-04,G,"6'0"" / 183 cm",176 lbs / 80 kg,"Brno, CZE",Czechia,L,2022-08-27,https://www.eliteprospects.com/player/657773/michael-schnattinger
288046,1996-08-29,29-Aug-96,C/LW,"5'11"" / 180 cm",174 lbs / 79 kg,"Lakeville, MN, USA",USA,L,2022-08-27,https://www.eliteprospects.com/player/288046/jack-poehling
636658,2004-12-23,23-Dec-04,F,"6'1"" / 185 cm",174 lbs / 79 kg,"Abbotsford, BC, CAN",Canada,R,2022-08-27,https://www.eliteprospects.com/player/636658/brayden-edwards
623782,2003-11-20,20-Nov-03,LW,"6'0"" / 183 cm",194 lbs / 88 kg,"Prior Lake, MN, USA",USA,L,2022-08-27,https://www.eliteprospects.com/player/623782/alex-bump
514141,2001-02-10,10-Feb-01,D,"5'11"" / 181 cm",161 lbs / 73 kg,"Yaroslavl, RUS",Russia,L,2022-08-27,https://www.eliteprospects.com/player/514141/roman-bychkov
617489,2003-04-14,14-Apr-03,RW,"6'1"" / 185 cm",187 lbs / 85 kg,"Oshawa, ON, CAN",Canada,R,2022-08-27,https://www.eliteprospects.com/player/617489/brenden-sirizzotti
195562,1997-04-08,08-Apr-97,RW,"6'0"" / 184 cm",194 lbs / 88 kg,"Kolin, CZE",Czechia,L,2022-08-27,https://www.eliteprospects.com/player/195562/dominik-lakatos
646161,2004-01-31,31-Jan-04,D,"6'1"" / 185 cm",174 lbs / 79 kg,"Mississauga, ON, CAN",Canada,L,2022-08-27,https://www.eliteprospects.com/player/646161/caeden-carlisle
201511,1999-04-11,11-Apr-99,D,"6'0"" / 183 cm",194 lbs / 88 kg,"Shakopee, MN, USA",USA,L,2022-08-27,https://www.eliteprospects.com/player/201511/matt-anderson
581252,2002-07-25,25-Jul-02,C,"5'10"" / 177 cm",185 lbs / 84 kg,"Voskresensk, RUS",Russia,L,2022-08-27,https://www.eliteprospects.com/player/581252/pavel-tyutnev
201932,2002-06-21,21-Jun-02,C,"5'10"" / 178 cm",172 lbs / 78 kg,"Woodbridge, ON, CAN","Canada
    
            / 
            USA",L,2022-08-27,https://www.eliteprospects.com/player/201932/frankie-carogioiello
565973,2003-09-23,23-Sep-03,G,"6'5"" / 195 cm",185 lbs / 84 kg,"Surrey, BC, CAN",Canada,L,2022-08-27,https://www.eliteprospects.com/player/565973/mason-beaupit
214273,1997-06-17,17-Jun-97,D,"6'4"" / 193 cm",220 lbs / 100 kg,"Riga, LAT",Latvia,L,2022-08-27,https://www.eliteprospects.com/player/214273/karlis-cukste
547027,2002-03-10,10-Mar-02,F,"6'1"" / 186 cm",192 lbs / 87 kg,"Moskva, RUS",Russia,L,2022-08-27,https://www.eliteprospects.com/player/547027/daniil-avershin
285894,1999-09-12,12-Sep-99,RW,"6'0"" / 182 cm",183 lbs / 83 kg,"Tampere, FIN",Finland,R,2022-08-27,https://www.eliteprospects.com/player/285894/lauri-pajuniemi
273617,1999-03-06,06-Mar-99,C,"6'2"" / 188 cm",194 lbs / 88 kg,"London, ON, CAN",Canada,L,2022-08-27,https://www.eliteprospects.com/player/273617/zach-gallant
201920,2002-06-25,25-Jun-02,RW,"5'8"" / 173 cm",163 lbs / 74 kg,"Wainwright, AB, CAN",Canada,R,2022-08-27,https://www.eliteprospects.com/player/201920/connor-mcclennon
483627,2003-09-09,09-Sep-03,D,"6'2"" / 188 cm",181 lbs / 82 kg,"Swift Current, SK, CAN",Canada,R,2022-08-27,https://www.eliteprospects.com/player/483627/ryan-mccleary
201761,2002-03-05,05-Mar-02,C,"6'0"" / 183 cm",170 lbs / 77 kg,"Perrysburg, OH, USA",USA,L,2022-08-27,https://www.eliteprospects.com/player/201761/tanner-dickinson
226433,1998-05-28,28-May-98,D,"6'4"" / 193 cm",229 lbs / 104 kg,"Ann Arbor, MI, USA",USA,L,2022-08-27,https://www.eliteprospects.com/player/226433/kenny-johnson
616256,2003-02-26,26-Feb-03,D,"6'0"" / 183 cm",174 lbs / 79 kg,"Cottage Grove, MN, USA",USA,L,2022-08-27,https://www.eliteprospects.com/player/616256/joe-palodichuk
199954,1997-08-22,22-Aug-97,C,"5'9"" / 175 cm",190 lbs / 86 kg,"Alameda, CA, USA",USA,L,2022-08-27,https://www.eliteprospects.com/player/199954/robby-jackson
234343,1997-08-22,22-Aug-97,LW,"6'1"" / 185 cm",174 lbs / 79 kg,"Chicago, IL, USA","USA
    
            / 
            Canada",L,2022-08-27,https://www.eliteprospects.com/player/234343/adam-marsh
369932,2001-06-27,27-Jun-01,C,"5'11"" / 180 cm",176 lbs / 80 kg,"Budapest, HUN",Hungary,L,2022-08-27,https://www.eliteprospects.com/player/369932/kristof-papp
305096,2001-05-07,07-May-01,C/RW,"5'9"" / 175 cm",154 lbs / 70 kg,"Dartmouth, NS, CAN",Canada,R,2022-08-27,https://www.eliteprospects.com/player/305096/ethan-phillips
525639,2003-05-21,21-May-03,LW/RW,"5'10"" / 178 cm",185 lbs / 84 kg,"Cambridge, ON, CAN",Canada,L,2022-08-27,https://www.eliteprospects.com/player/525639/nolan-dann
353590,1999-09-09,09-Sep-99,D,"6'0"" / 183 cm",194 lbs / 88 kg,"Edina, MN, USA",USA,L,2022-08-27,https://www.eliteprospects.com/player/353590/clayton-phillips
118332,1997-08-06,06-Aug-97,C/W,"6'3"" / 191 cm",198 lbs / 90 kg,"Helsinki, FIN",Finland,L,2022-08-27,https://www.eliteprospects.com/player/118332/henrik-borgstrom
542315,2002-08-30,30-Aug-02,D/F,"6'2"" / 188 cm",170 lbs / 77 kg,-,Russia,L,2022-08-27,https://www.eliteprospects.com/player/542315/alexei-yegorov
268696,1998-08-27,27-Aug-98,LW,"6'3"" / 191 cm",209 lbs / 95 kg,"Aurora, ON, CAN",Canada,L,2022-08-27,https://www.eliteprospects.com/player/268696/cam-morrison
353672,1999-06-03,03-Jun-99,LW,"6'3"" / 191 cm",185 lbs / 84 kg,"Edina, MN, USA",USA,L,2022-08-27,https://www.eliteprospects.com/player/353672/bram-scheerer
705283,2004-02-13,13-Feb-04,D,"6'0"" / 184 cm",187 lbs / 85 kg,"Huddinge, SWE",Sweden,L,2022-08-27,https://www.eliteprospects.com/player/705283/elias-degnell
381759,2001-11-07,07-Nov-01,D,"6'2"" / 187 cm",192 lbs / 87 kg,"Hedesunda, SWE",Sweden,R,2022-08-27,https://www.eliteprospects.com/player/381759/viktor-persson
526057,2004-05-22,22-May-04,D,"5'11"" / 180 cm",174 lbs / 79 kg,"King City, ON, CAN",Canada,L,2022-08-27,https://www.eliteprospects.com/player/526057/nicholas-de-angelis
93966,1997-11-09,09-Nov-97,D,"5'10"" / 179 cm",183 lbs / 83 kg,"Regensburg, GER",Germany,L,2022-08-27,https://www.eliteprospects.com/player/93966/simon-schutz
614376,2004-05-13,13-May-04,D,"5'11"" / 180 cm",183 lbs / 83 kg,"Toronto, ON, CAN",Canada,R,2022-08-27,https://www.eliteprospects.com/player/614376/alec-leonard
397001,2000-10-03,03-Oct-00,F,"5'10"" / 178 cm",163 lbs / 74 kg,"Pori, FIN",Finland,L,2022-08-27,https://www.eliteprospects.com/player/397001/jami-krannila
556750,2002-10-20,20-Oct-02,C,"5'11"" / 180 cm",168 lbs / 76 kg,"Jyvaskyla, FIN",Finland,L,2022-08-27,https://www.eliteprospects.com/player/556750/santeri-koskela
168682,1996-04-04,04-Apr-96,LW,"5'10"" / 178 cm",172 lbs / 78 kg,"Cherepovets, RUS",Russia,R,2022-08-27,https://www.eliteprospects.com/player/168682/daniil-vovchenko
265645,1997-04-26,26-Apr-97,LW,"5'10"" / 178 cm",203 lbs / 92 kg,"Novokuznetsk, RUS",Russia,L,2022-08-27,https://www.eliteprospects.com/player/265645/kirill-kaprizov
394770,2000-09-17,17-Sep-00,D,"6'7"" / 200 cm",201 lbs / 91 kg,"Kazan, RUS",Russia,L,2022-08-27,https://www.eliteprospects.com/player/394770/lev-starikov
535715,2004-08-05,05-Aug-04,D,"5'10"" / 178 cm",203 lbs / 92 kg,"St. Albert, AB, CAN",Canada,L,2022-08-27,https://www.eliteprospects.com/player/535715/cale-ashcroft
700187,2003-10-20,20-Oct-03,F,"5'6"" / 168 cm",130 lbs / 59 kg,"Penza, RUS",Russia,R,2022-08-27,https://www.eliteprospects.com/player/700187/vadim-fattakhov
199902,1997-06-06,06-Jun-97,D,"6'1"" / 185 cm",194 lbs / 88 kg,"Arlington, TX, USA",USA,L,2022-08-27,https://www.eliteprospects.com/player/199902/caleb-jones
146985,1997-04-27,27-Apr-97,D,"6'4"" / 192 cm",205 lbs / 93 kg,"Linkoping, SWE",Sweden,R,2022-08-27,https://www.eliteprospects.com/player/146985/philip-nyberg
526063,2004-01-10,10-Jan-04,RW,"6'3"" / 191 cm",205 lbs / 93 kg,"Bridgewater, NJ, USA",USA,R,2022-08-27,https://www.eliteprospects.com/player/526063/devin-kaplan
370029,2001-04-26,26-Apr-01,G,"6'2"" / 188 cm",209 lbs / 95 kg,"Suwanee, GA, USA",USA,L,2022-08-27,https://www.eliteprospects.com/player/370029/logan-stein
636732,2004-04-15,15-Apr-04,F,"6'2"" / 187 cm",174 lbs / 79 kg,"Steinbach, MB, CAN",Canada,L,2022-08-27,https://www.eliteprospects.com/player/636732/ty-paisley
285385,2001-01-05,05-Jan-01,D,"6'6"" / 197 cm",194 lbs / 88 kg,"Meadville, PA, USA",USA,L,2022-08-27,https://www.eliteprospects.com/player/285385/cade-webber
470503,2003-03-07,07-Mar-03,D,"6'0"" / 183 cm",176 lbs / 80 kg,"Oulu, FIN",Finland,R,2022-08-27,https://www.eliteprospects.com/player/470503/kalle-ervasti
470710,2001-12-17,17-Dec-01,LW/C,"6'0"" / 182 cm",154 lbs / 70 kg,"Turku, FIN",Finland,L,2022-08-27,https://www.eliteprospects.com/player/470710/mikael-pyyhtia
201938,2002-06-20,20-Jun-02,RW,"6'0"" / 183 cm",190 lbs / 86 kg,"Richmond Hill, ON, CAN",Canada,R,2022-08-27,https://www.eliteprospects.com/player/201938/cole-o-hara
234251,1998-03-03,03-Mar-98,D,"6'2"" / 188 cm",203 lbs / 92 kg,-,Sweden,L,2022-08-27,https://www.eliteprospects.com/player/234251/lukas-carlsson
247245,2000-05-26,26-May-00,D,"6'1"" / 185 cm",190 lbs / 86 kg,"Brno, CZE",Czechia,R,2022-08-27,https://www.eliteprospects.com/player/247245/libor-zabransky
397862,2002-10-21,21-Oct-02,G,"6'4"" / 193 cm",201 lbs / 91 kg,"Mississauga, ON, CAN",Canada,L,2022-08-27,https://www.eliteprospects.com/player/397862/tristan-lennox
236661,1999-11-11,11-Nov-99,G,"6'2"" / 187 cm",176 lbs / 80 kg,"Tabor, CZE",Czechia,L,2022-08-27,https://www.eliteprospects.com/player/236661/dominik-pavlat
225621,1998-12-19,19-Dec-98,LW,"6'3"" / 190 cm",205 lbs / 93 kg,"Nitra, SVK",Slovakia,R,2022-08-27,https://www.eliteprospects.com/player/225621/samuel-bucek
512820,2001-02-23,23-Feb-01,G,"6'3"" / 191 cm",187 lbs / 85 kg,"Khabarovsk, RUS",Russia,R,2022-08-27,https://www.eliteprospects.com/player/512820/daniil-chechelev
563019,2003-10-26,26-Oct-03,F,"5'11"" / 180 cm",174 lbs / 79 kg,"Hingham, MA, USA",USA,R,2022-08-27,https://www.eliteprospects.com/player/563019/nick-ring
527462,2003-05-20,20-May-03,LW,"6'3"" / 191 cm",179 lbs / 81 kg,"Moskva, RUS",Russia,R,2022-08-27,https://www.eliteprospects.com/player/527462/dmitri-nazarov
262144,1999-08-10,10-Aug-99,D,"5'11"" / 181 cm",179 lbs / 81 kg,"Stockholm, SWE",Sweden,L,2022-08-27,https://www.eliteprospects.com/player/262144/tom-hedberg
484201,1998-10-18,18-Oct-98,C,"6'1"" / 185 cm",190 lbs / 86 kg,"Tampa, FL, USA",USA,R,2022-08-27,https://www.eliteprospects.com/player/484201/nathan-smith
418531,2001-07-28,28-Jul-01,C/W,"6'0"" / 183 cm",179 lbs / 81 kg,"Mississauga, ON, CAN",Canada,R,2022-08-27,https://www.eliteprospects.com/player/418531/philip-tomasino
638705,2004-12-08,08-Dec-04,D,"6'2"" / 187 cm",176 lbs / 80 kg,"Viiala, FIN",Finland,L,2022-08-27,https://www.eliteprospects.com/player/638705/arttu-karki
252451,1998-03-27,27-Mar-98,C,"6'2"" / 188 cm",209 lbs / 95 kg,"Victoria, BC, CAN",Canada,R,2022-08-27,https://www.eliteprospects.com/player/252451/christopher-paquette
199937,1997-11-16,16-Nov-97,D,"6'2"" / 187 cm",183 lbs / 83 kg,"Port Moody, BC, CAN",Canada,L,2022-08-27,https://www.eliteprospects.com/player/199937/lucas-johansen
201871,2003-05-14,14-May-03,C,"6'1"" / 185 cm",174 lbs / 79 kg,"Toronto, ON, CAN",Canada,R,2022-08-27,https://www.eliteprospects.com/player/201871/wyatt-johnston
248334,1996-12-20,20-Dec-96,C/RW,"6'0"" / 183 cm",185 lbs / 84 kg,"Brighton, MI, USA",USA,R,2022-08-27,https://www.eliteprospects.com/player/248334/cooper-marody
600884,2004-04-02,02-Apr-04,D,"6'0"" / 183 cm",170 lbs / 77 kg,-,Czechia,L,2022-08-27,https://www.eliteprospects.com/player/600884/tomas-cibulka
281785,2000-07-04,04-Jul-00,C,"6'1"" / 185 cm",170 lbs / 77 kg,"Calgary, AB, CAN",Canada,L,2022-08-27,https://www.eliteprospects.com/player/281785/brad-ginnell
556920,2003-07-14,14-Jul-03,C,"6'4"" / 192 cm",198 lbs / 90 kg,"Mikkeli, FIN",Finland,L,2022-08-27,https://www.eliteprospects.com/player/556920/juho-jarvela
355486,2000-12-20,20-Dec-00,RW,"6'2"" / 187 cm",190 lbs / 86 kg,"North York, ON, CAN","Canada
    
            / 
            Kazakhstan",L,2022-08-27,https://www.eliteprospects.com/player/355486/danil-antropov
444997,2001-03-19,19-Mar-01,RW,"6'4"" / 193 cm",212 lbs / 96 kg,"Grand Forks, ND, USA",USA,R,2022-08-27,https://www.eliteprospects.com/player/444997/judd-caulfield
382170,2002-08-07,07-Aug-02,C,"5'8"" / 172 cm",170 lbs / 77 kg,"Augsburg, GER",Germany,L,2022-08-27,https://www.eliteprospects.com/player/382170/florian-elias
476026,2003-05-21,21-May-03,D,"6'5"" / 195 cm",220 lbs / 100 kg,"St. Albert, AB, CAN",Canada,L,2022-08-27,https://www.eliteprospects.com/player/476026/marc-lajoie
467380,2002-06-03,03-Jun-02,D,"5'11"" / 180 cm",181 lbs / 82 kg,"Vaasa, FIN",Finland,R,2022-08-27,https://www.eliteprospects.com/player/467380/kasper-puutio
576869,2003-02-14,14-Feb-03,G,"6'2"" / 188 cm",183 lbs / 83 kg,"Heron Lake, MN, USA",USA,L,2022-08-27,https://www.eliteprospects.com/player/576869/hobie-hedquist
315962,2001-05-17,17-May-01,C,"6'0"" / 183 cm",192 lbs / 87 kg,"Enid, OK, USA",USA,R,2022-08-27,https://www.eliteprospects.com/player/315962/owen-lindmark
268997,1999-02-12,12-Feb-99,D,"6'1"" / 185 cm",190 lbs / 86 kg,"Oakville, ON, CAN",Canada,R,2022-08-27,https://www.eliteprospects.com/player/268997/joey-berkopec
639914,2004-06-05,05-Jun-04,F,"5'10"" / 179 cm",176 lbs / 80 kg,"Frankfurt am Main, GER",Germany,L,2022-08-27,https://www.eliteprospects.com/player/639914/ralf-rollinger
690807,2004-08-12,12-Aug-04,LW,"6'1"" / 185 cm",185 lbs / 84 kg,"Omsk, RUS",Russia,R,2022-08-27,https://www.eliteprospects.com/player/690807/gleb-trikozov
361945,2003-06-22,22-Jun-03,C,"5'11"" / 180 cm",174 lbs / 79 kg,"St. Louis, MO, USA","USA
    
            / 
            Canada",L,2022-08-27,https://www.eliteprospects.com/player/361945/caden-brown
512188,2003-09-26,26-Sep-03,F,"6'4"" / 193 cm",225 lbs / 102 kg,"Manhattan Beach, CA, USA",USA,L,2022-08-27,https://www.eliteprospects.com/player/512188/parker-murray
600861,2004-06-03,03-Jun-04,D,"6'0"" / 183 cm",174 lbs / 79 kg,"Port Colborne, ON, CAN",Canada,R,2022-08-27,https://www.eliteprospects.com/player/600861/jacob-leblanc
312197,1998-03-01,01-Mar-98,G,"6'2"" / 188 cm",163 lbs / 74 kg,"Ufa, RUS",Russia,L,2022-08-27,https://www.eliteprospects.com/player/312197/mikhail-berdin
453656,2002-08-29,29-Aug-02,C/LW,"6'0"" / 183 cm",168 lbs / 76 kg,"Stockholm, SWE",Sweden,L,2022-08-27,https://www.eliteprospects.com/player/453656/filip-barklund
192245,1997-03-25,25-Mar-97,C/RW,"6'1"" / 185 cm",192 lbs / 87 kg,"Richmond, BC, CAN",Canada,R,2022-08-27,https://www.eliteprospects.com/player/192245/glenn-gawdin
420445,2002-11-12,12-Nov-02,C/W,"6'2"" / 188 cm",159 lbs / 72 kg,"Malmo, SWE",Sweden,L,2022-08-27,https://www.eliteprospects.com/player/420445/william-von-barnekow
376191,2001-05-13,13-May-01,RW,"6'0"" / 184 cm",194 lbs / 88 kg,"Lappeenranta, FIN",Finland,R,2022-08-27,https://www.eliteprospects.com/player/376191/mikko-petman
273629,2000-01-06,06-Jan-00,D,"5'11"" / 180 cm",190 lbs / 86 kg,"Barrie, ON, CAN",Canada,R,2022-08-27,https://www.eliteprospects.com/player/273629/dennis-busby
614374,2003-04-29,29-Apr-03,LW,"6'2"" / 188 cm",181 lbs / 82 kg,"Toronto, ON, CAN",Canada,L,2022-08-27,https://www.eliteprospects.com/player/614374/marc-boudreau
376625,2000-11-30,30-Nov-00,D,"6'5"" / 195 cm",212 lbs / 96 kg,"Westminster, CO, USA",USA,R,2022-08-27,https://www.eliteprospects.com/player/376625/jack-millar
407062,2001-06-25,25-Jun-01,D,"6'3"" / 191 cm",205 lbs / 93 kg,"Vernon, BC, CAN",Canada,R,2022-08-27,https://www.eliteprospects.com/player/407062/mitchell-brown
353814,1998-05-04,04-May-98,LW/RW,"6'2"" / 187 cm",218 lbs / 99 kg,"Fairfax, VA, USA",USA,L,2022-08-27,https://www.eliteprospects.com/player/353814/greg-printz
252469,1998-03-09,09-Mar-98,D,"6'1"" / 185 cm",196 lbs / 89 kg,"Peterborough, ON, CAN","Canada
    
            / 
            USA",L,2022-08-27,https://www.eliteprospects.com/player/252469/riley-stillman
562426,2004-09-27,27-Sep-04,C,"6'1"" / 185 cm",181 lbs / 82 kg,"Red Deer, AB, CAN",Canada,R,2022-08-27,https://www.eliteprospects.com/player/562426/nate-danielson
472357,2002-02-04,04-Feb-02,LW,"5'11"" / 180 cm",179 lbs / 81 kg,"Usti nad Labem, CZE",Czechia,L,2022-08-27,https://www.eliteprospects.com/player/472357/vojtech-jirus
298905,1997-01-27,27-Jan-97,G,"6'2"" / 189 cm",220 lbs / 100 kg,"Moskva, RUS",Russia,L,2022-08-27,https://www.eliteprospects.com/player/298905/alexander-samoilov
284094,2000-08-11,11-Aug-00,LW/C,"6'1"" / 185 cm",194 lbs / 88 kg,"Jackson, MI, USA",USA,L,2022-08-27,https://www.eliteprospects.com/player/284094/blade-jenkins
219542,1996-04-02,02-Apr-96,D,"6'3"" / 191 cm",174 lbs / 79 kg,"Guelph, ON, CAN",Canada,L,2022-08-27,https://www.eliteprospects.com/player/219542/patrick-kudla
